ME	event	geneName	geneID	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	lengthDiff	mes3	mes5	conservation	neural_high_pred
chr21_+_17922101_17922104	putative_microexon_000872841	CHODL	ENSG00000154645	chr21	+	17917401	17922101	17922105	18256508	3	0.34672822014928284	6.7493049962430405	0.07176436745259247	4.1806838e-05
chr5_+_141933950_141933961	putative_microexon_000332517	DELE1	ENSG00000081791	chr5	+	141933402	141933950	141933962	141934257	11	2.850842161752527	9.787718441202394	0.20672066997367286	0.012096271
chr1_-_28056631_28056637	putative_microexon_000353694	EYA3	ENSG00000158161	chr1	-	28056638	28057993	28038906	28056631	6	3.3893524396066734	10.567103914447587	0.19729310299481276	0.024949335
chr10_-_67963989_67963995	putative_microexon_000354535	HERC4	ENSG00000148634	chr10	-	67963996	67966682	67956977	67963989	6	1.265017906450319	6.934579156800192	0.19691379264534997	0.00096264575
chr16_+_81268604_81268623	putative_microexon_001691330	BCO1	ENSG00000135697	chr16	+	81268132	81268604	81268624	81270158	19	10.186354250099473	6.933157853562895	0.008625668471051569	0.012742543
chr16_-_700499_700504	putative_microexon_001691457	FBXL16	ENSG00000127585	chr16	-	700505	705511	697420	700499	5	0.10049877491896571	5.6532466173173335	0.008620689693308467	0.0060322983
chr18_-_24314699_24314712	putative_microexon_001665538	OSBPL1A	ENSG00000141447	chr18	-	24314713	24317148	24314348	24314699	13	2.88304007118614	10.512265424312053	0.00963535919034267	0.6148623
chr10_-_45846516_45846540	putative_microexon_001498315	AGAP4	ENSG00000188234	chr10	-	45846541	45847124	45841688	45846516	24	9.210695805195252	10.858313101356437	0.017109375001382432	0.4121174
chr2_+_203097616_203097633	putative_microexon_000008074	NBEAL1	ENSG00000144426	chr2	+	203084570	203097616	203097634	203099628	17	3.1327664474924486	7.330510162596465	0.8991405411145171	0.025187891
chr12_+_95487637_95487659	putative_microexon_000008601	METAP2	ENSG00000111142	chr12	+	95485982	95487637	95487660	95494055	22	12.068898159065224	7.133024532926153	0.89031052798719	0.33681598
chr3_+_2227606_2227630	putative_microexon_000009566	CNTN4	ENSG00000144619	chr3	+	2098979	2227606	2227631	2339177	24	3.430564274485375	10.238510699199464	0.874057293132258	0.06864101
chr18_+_8249075_8249099	putative_microexon_000011708	PTPRM	ENSG00000173482	chr18	+	8247920	8249075	8249100	8296367	24	3.353741830677074	7.8441779914127805	0.8396510427507261	0.021994209
chrX_+_54536925_54536928	putative_microexon_000660834	GNL3L	ENSG00000130119	chrX	+	54532586	54536925	54536929	54539039	3	3.3734356248712714	6.912617107862591	0.10760344809989028	0.002532342
chr9_+_36057361_36057372	putative_microexon_000605729	RECK	ENSG00000122707	chr9	+	36052324	36057361	36057373	36058826	11	7.468890734123434	8.077039848725997	0.1194078210330251	0.48422772
chr14_+_61066211_61066215	putative_microexon_000767549	SLC38A6	ENSG00000139974	chr14	+	61052136	61066211	61066216	61078829	4	2.0485308866368857	8.235270272955011	0.08795402314441664	0.00035420954
chr8_+_42396293_42396296	putative_microexon_000713742	VDAC3	ENSG00000078668	chr8	+	42394279	42396293	42396297	42398711	3	3.6762210821295884	7.332814208048481	0.09736781618517727	0.0033060089
chr1_+_13609654_13609663	putative_microexon_000613011	PDPN	ENSG00000162493	chr1	+	13607307	13609654	13609664	13613686	9	6.837132773711463	8.311550650987137	0.11777401097266182	0.19271608
chr12_+_49485386_49485406	putative_microexon_000614494	SPATS2	ENSG00000123352	chr12	+	49484670	49485386	49485407	49489464	20	2.046361892685354	5.5904099433560175	0.1174521280992578	5.6710014e-05
chr7_-_132815628_132815631	putative_microexon_000559999	CHCHD3	ENSG00000106554	chr7	-	132815632	132838398	132796578	132815628	3	7.910503618881322	5.630566612446825	0.13032183889634158	0.011730551
chr1_-_35181130_35181134	putative_microexon_000000199	SFPQ	ENSG00000116560	chr1	-	35181135	35187000	35178037	35181130	4	4.7216393945751784	6.249628809178463	0.9999367824231071	0.0022864812
chr18_-_54187837_54187854	putative_microexon_000000631	MBD2	ENSG00000134046	chr18	-	54187855	54188873	54166167	54187837	17	4.714622520309146	9.60237117249817	0.9994864872983984	0.0010322429
chr8_+_132813883_132813903	putative_microexon_000002181	PHF20L1	ENSG00000129292	chr8	+	132811129	132813883	132813904	132814636	20	4.7461516624504485	8.375679825370613	0.9928617036723076	0.009128596
chr14_+_93472575_93472593	putative_microexon_000003786	UNC79	ENSG00000133958	chr14	+	93467792	93472575	93472594	93474247	18	0.9699118390267852	8.394912539714692	0.972758065308294	0.044986516
chr12_-_119697361_119697364	putative_microexon_001561793	CIT	ENSG00000122966	chr12	-	119697365	119850173	119688065	119697361	3	3.1266227143671315	6.4892748367777076	0.014051724232642258	0.00014165617
chr21_+_45929627_45929630	putative_microexon_001698815	PCBP3	ENSG00000183570	chr21	+	45917630	45929627	45929631	45929919	3	4.604804719994742	7.538220762487686	0.008339080544076217	0.0046854927
chr16_+_1976314_1976317	putative_microexon_000203984	TBL3	ENSG00000183751	chr16	+	1976258	1976314	1976318	1976813	3	7.398205771115514	5.800298824625148	0.28437356492999577	0.0074626356
chr16_+_57460025_57460050	putative_microexon_000197756	COQ9	ENSG00000088682	chr16	+	57452916	57460025	57460051	57461171	25	4.030689821894354	6.934579156800192	0.28950259169090753	0.0032738505
chr7_+_100198361_100198370	putative_microexon_000922449	STAG3	ENSG00000066923	chr7	+	100198167	100198361	100198371	100198474	9	8.087985309809813	5.906017122277897	0.06512994356098253	0.047885865
chr17_-_16035964_16035967	putative_microexon_000309399	NCOR1	ENSG00000141027	chr17	-	16035968	16039432	16034942	16035964	3	1.1731141709350836	10.064665531230562	0.2178620692207371	0.0016748777
chrX_-_149537373_149537376	putative_microexon_000345130	AC244197.3	ENSG00000241489	chrX	-	149537377	149538114	149536214	149537373	3	6.825350952744097	7.199632967475576	0.20104597737456018	0.060512934
chr5_+_61050636_61050641	putative_microexon_001341523	NDUFAF2	ENSG00000164182	chr5	+	60945383	61050636	61050642	61152703	5	2.5583369776613893	5.727980971819767	0.026080459908946235	0.00019794644
chr6_+_72302514_72302535	putative_microexon_001678958	RIMS1	ENSG00000079841	chr6	+	72292047	72302514	72302536	72390597	21	8.586269140212744	6.141689189703025	0.009105820232810128	0.013202733
chr6_+_25565350_25565357	putative_microexon_001702096	CARMIL1	ENSG00000079691	chr6	+	25556851	25565350	25565358	25580923	7	0.9369021567712335	6.431317036752582	0.00821142862218299	0.0003648566
chr14_+_67045868_67045873	putative_microexon_001499592	GPHN	ENSG00000171723	chr14	+	67023676	67045868	67045874	67058648	5	2.9526846560419027	7.254883717981968	0.01704597709588064	0.0006193565
chr8_-_73955646_73955663	putative_microexon_001556689	ELOC	ENSG00000154582	chr8	-	73955664	73955910	73941606	73955646	17	3.0090987990128673	6.991226153244384	0.014286486528864181	0.00027493708
chr1_+_16382842_16382845	putative_microexon_001558195	SZRD1	ENSG00000055070	chr1	+	16367309	16382842	16382846	16393230	3	2.8601694661593626	6.82455301473033	0.014218390859722364	6.7953326e-05
chr4_+_55872786_55872808	putative_microexon_000004521	EXOC1	ENSG00000090989	chr4	+	55871959	55872786	55872809	55877916	22	8.290187978456629	7.210547312975911	0.9606368447604933	0.053248778
chr4_+_102553874_102553891	putative_microexon_000005326	NFKB1	ENSG00000109320	chr4	+	102537957	102553874	102553892	102566986	17	5.384398394252988	8.553953182519951	0.9472540565439173	0.091416135
chr8_+_109540725_109540735	putative_microexon_000616249	EBAG9	ENSG00000147654	chr8	+	109539920	109540725	109540736	109553864	10	0.9581447718909498	8.763777214457557	0.11706741576101316	0.0054978845
chr10_+_82976372_82976375	putative_microexon_000762748	NRG3	ENSG00000185737	chr10	+	82973916	82976372	82976376	82978949	3	1.678145328349094	5.7140609923016825	0.0887586207138428	0.0014091945
chr17_-_15997054_15997062	putative_microexon_000748759	ZSWIM7	ENSG00000214941	chr17	-	15997063	15999518	15987369	15997054	8	2.062469579584859	9.095315133202252	0.09113068114278246	0.00019401031
chr19_-_18604014_18604024	putative_microexon_000021777	CRLF1	ENSG00000006016	chr19	-	18604025	18606541	18599847	18604014	10	0.8984141941380379	6.5960541810844315	0.7142415746701148	0.0021820862
chr6_+_73132143_73132164	putative_microexon_000023193	KCNQ5	ENSG00000185760	chr6	+	73120578	73132143	73132165	73190572	21	3.3725761385688235	11.368232509247544	0.7001534410377857	0.012814969
chr1_-_3836784_3836788	putative_microexon_000577174	CEP104	ENSG00000116198	chr1	-	3836789	3837291	3836693	3836784	4	2.0234158799621875	5.661141864127771	0.12609770183783325	0.004542563
chr9_-_23809200_23809203	putative_microexon_000577343	ELAVL2	ENSG00000107105	chr9	-	23809204	23825805	23762247	23809200	3	2.670523444581913	5.397415546429756	0.12605747129117814	0.00013692612
chr15_+_40703887_40703890	putative_microexon_000577707	RAD51	ENSG00000051180	chr15	+	40701202	40703887	40703891	40728710	3	0.6022452386295232	6.061321574261413	0.12597126491975316	0.001730222
chr3_-_55996272_55996275	putative_microexon_001542060	ERC2	ENSG00000187672	chr3	-	55996276	56007180	55992251	55996272	3	0.1345169280655376	8.394912539714692	0.014971264396478346	0.0008985885
chr4_+_153246091_153246096	putative_microexon_001518267	TRIM2	ENSG00000109654	chr4	+	153152613	153246091	153246097	153275892	5	6.316615026963901	5.415786059785461	0.01612643678685993	0.00017138956
chr6_+_25612050_25612053	putative_microexon_001487992	CARMIL1	ENSG00000079691	chr6	+	25610182	25612050	25612054	25619446	3	2.5838618403362537	7.682139214857222	0.017643678321198016	0.0016374977
chr6_+_4788107_4788112	putative_microexon_001718108	CDYL	ENSG00000153046	chr6	+	4734845	4788107	4788113	4935514	5	0.8378970426306531	6.226226559920013	0.007597701177777101	9.697012e-05
chr3_+_63869844_63869848	putative_microexon_001661040	ATXN7	ENSG00000285258	chr3	+	63865000	63869844	63869849	63898398	4	6.0555547699203505	7.907572119497001	0.00981609199742048	0.0001606639
chr4_+_87012664_87012667	putative_microexon_001355996	AFF1	ENSG00000172493	chr4	+	86948572	87012664	87012668	87084122	3	1.4740113193146318	6.683118199370094	0.025149425386649226	0.00017061636
chr6_+_108378907_108378932	putative_microexon_000381598	AFG1L	ENSG00000135537	chr6	+	108366333	108378907	108378933	108447213	25	8.697688047260934	8.845521694983347	0.18580310865138885	0.23272175
chr2_-_63311486_63311492	putative_microexon_000384243	WDPCP	ENSG00000143951	chr2	-	63311493	63313247	63174833	63311486	6	2.186936411659966	5.383046623709159	0.1847816084286776	0.00021929355
chr2_-_144284249_144284252	putative_microexon_000213988	GTDC1	ENSG00000121964	chr2	-	144284253	144332438	144235738	144284249	3	2.3720665651239727	7.63010963008345	0.2765057457934787	7.7288074e-05
chr2_+_105823680_105823683	putative_microexon_000883423	NCK2	ENSG00000071051	chr2	+	105816614	105823680	105823684	105855050	3	2.533251185770622	9.160326898507805	0.0702988507531198	0.00032658986
chr14_+_101779761_101779765	putative_microexon_000907810	PPP2R5C	ENSG00000078304	chr14	+	101762971	101779761	101779766	101856685	4	4.23211346057621	8.678579115665348	0.06702873574023874	0.00012105782
chr17_-_62744755_62744758	putative_microexon_000908773	MARCH10	ENSG00000173838	chr17	-	62744759	62759834	62744526	62744755	3	3.652115010988365	9.460921594003064	0.06690229881814434	0.00020104558
chr3_-_64224905_64224909	putative_microexon_000272446	PRICKLE2	ENSG00000163637	chr3	-	64224910	64444482	64198968	64224905	4	0.08918817330583569	8.905129091297944	0.23762068882498932	0.00044043554
chr1_+_173869743_173869746	putative_microexon_000881714	ZBTB37	ENSG00000185278	chr1	+	173869121	173869743	173869747	173870199	3	3.7042844964463724	5.892950859255822	0.07052873567766349	0.0009293553
chr9_-_108896890_108896900	putative_microexon_000161703	ELP1	ENSG00000070061	chr9	-	108896901	108896952	108896645	108896890	10	0.9224462255375427	5.489562243519604	0.3230674182198251	0.0019344828
chr17_+_45137891_45137912	putative_microexon_000162058	ACBD4	ENSG00000181513	chr17	+	45137831	45137891	45137913	45137922	21	5.992609241112984	5.630566612446825	0.32270370380307434	0.0030891662
chr8_-_134674888_134674907	putative_microexon_000380023	ZFAT	ENSG00000066827	chr8	-	134674908	134712844	134657738	134674888	19	6.938124657324216	5.605291090344844	0.18643850224580674	0.0026512558
chr5_-_27028830_27028834	putative_microexon_000324616	CDH9	ENSG00000113100	chr5	-	27028835	27121041	26988383	27028830	4	3.0304456988100363	6.167136290917265	0.2104540218976487	0.00179793
chr10_+_35455867_35455871	putative_microexon_001520473	CCNY	ENSG00000108100	chr10	+	35250627	35455867	35455872	35501500	4	0.9224980909434404	5.9835233818354725	0.01601724148508504	0.00032588633
chr4_-_86351205_86351210	putative_microexon_001544776	MAPK10	ENSG00000109339	chr4	-	86351211	86593909	86031432	86351205	5	0.9428906354838636	8.347518499340195	0.014839080506908953	0.00023461583
chrX_-_109691405_109691408	putative_microexon_000016525	ACSL4	ENSG00000068366	chrX	-	109691409	109733138	109683373	109691405	3	0.13276693242077223	6.4892748367777076	0.7736839075230233	0.011030156
chr2_-_9547073_9547076	putative_microexon_000757725	ADAM17	ENSG00000151694	chr2	-	9547077	9555508	9527955	9547073	3	4.384249549677297	6.595796224915796	0.08959770131917756	0.0002973316
chr4_-_86435278_86435303	putative_microexon_000760985	MAPK10	ENSG00000109339	chr4	-	86435304	86593909	86031432	86435278	25	1.0519246045084298	6.987344860539003	0.08905181402239196	7.622645e-05
chr17_+_57650649_57650673	putative_microexon_000026988	MSI2	ENSG00000153944	chr17	+	57627304	57650649	57650674	57652098	24	9.667020604460001	7.443137996526567	0.6656562493359767	0.25831118
chr18_+_24448902_24448925	putative_microexon_000027102	IMPACT	ENSG00000154059	chr18	+	24448184	24448902	24448926	24449818	23	9.994609593928175	6.436990633260832	0.664732984451855	0.01772625
chr10_+_123015645_123015649	putative_microexon_001513005	ACADSB	ENSG00000196177	chr10	+	123009068	123015645	123015650	123034355	4	0.2122369042226045	6.353738405382133	0.016379310379484563	0.0005410072
chr17_+_28663855_28663875	putative_microexon_001535671	SUPT6H	ENSG00000109111	chr17	+	28662343	28663855	28663876	28673370	20	1.436211018284738	5.5904099433560175	0.015276595762499826	0.000113787486
chrX_+_15799573_15799597	putative_microexon_001601807	ZRSR2	ENSG00000169249	chrX	+	15791014	15799573	15799598	15799871	24	2.1057160512660076	5.397415546429756	0.01227604166524543	0.0011454261
chr3_+_66353199_66353203	putative_microexon_001704663	SLC25A26	ENSG00000144741	chr3	+	66346409	66353199	66353204	66362859	4	3.2695598277930564	6.6000487114052895	0.008109195529879338	0.00067545165
chr5_-_113102160_113102168	putative_microexon_001383342	MCC	ENSG00000171444	chr5	-	113102169	113104191	113101946	113102160	8	9.387930021882012	8.87834018121798	0.023477272483102173	0.0066052536
chr7_+_38199227_38199231	putative_microexon_000227505	STARD3NL	ENSG00000010270	chr7	+	38178421	38199227	38199232	38207446	4	0.9299823452943965	8.977968008841875	0.2663448271917008	0.000111365356
chr7_-_14694752_14694756	putative_microexon_000911684	DGKB	ENSG00000136267	chr7	-	14694757	14698094	14694195	14694752	4	3.674896873160125	8.394912539714692	0.0665229885978089	0.00038457554
chr2_-_63303382_63303388	putative_microexon_000891184	WDPCP	ENSG00000143951	chr2	-	63303389	63313247	63174833	63303382	6	4.622837448073945	9.064092334218765	0.0692413794947253	0.00017840546
chr10_-_116978166_116978192	putative_microexon_000168271	SHTN1	ENSG00000187164	chr10	-	116978193	117048444	116968713	116978166	26	5.095194380152252	11.013448855939625	0.31645360847541426	0.014562441
chr10_+_91945512_91945521	putative_microexon_000219999	BTAF1	ENSG00000095564	chr10	+	91942569	91945512	91945522	91951402	9	5.808052189052748	8.311550650987137	0.27193785378299024	0.04163701
chr17_-_30786993_30786998	putative_microexon_000376093	CRLF3	ENSG00000176390	chr17	-	30786999	30792439	30786032	30786993	5	0.9684109879957374	6.344666750486235	0.1879770116266345	0.00065109256
chr16_+_7592451_7592455	putative_microexon_001711097	RBFOX1	ENSG00000078328	chr16	+	7518390	7592451	7592456	7597370	4	0.11306053437794886	9.252724790033781	0.007867816105704412	0.00033117726
chr2_+_137481189_137481195	putative_microexon_001387412	THSD7B	ENSG00000144229	chr2	+	137451024	137481189	137481196	137563220	6	4.409223824640959	7.514162952634297	0.023235632296003957	0.0034925714
chr2_+_172950063_172950078	putative_microexon_001362771	RAPGEF4	ENSG00000091428	chr2	+	172922301	172950063	172950079	172961121	15	8.126822515120555	8.022881776791067	0.024726776030204702	0.005260997
chr10_+_22364698_22364702	putative_microexon_000571716	SPAG6	ENSG00000077327	chr10	+	22345819	22364698	22364703	22364852	4	8.22591505232395	5.602142897211432	0.12743678216249735	0.010641511
chrX_-_53686165_53686191	putative_microexon_000028893	HUWE1	ENSG00000086758	chrX	-	53686192	53686269	53680187	53686165	26	1.7471229907484143	9.1577319256299	0.6500773198504155	0.053397134
chr7_-_103482830_103482834	putative_microexon_000029600	RELN	ENSG00000189056	chr7	-	103482835	103482872	103472909	103482830	4	8.133650448403733	5.131796103997186	0.6445114954385436	0.0030850996
chr12_-_23722322_23722325	putative_microexon_000755272	SOX5	ENSG00000134532	chr12	-	23722326	23734683	23665565	23722322	3	4.282878167759382	5.7140609923016825	0.09001149428839764	0.0026512926
chr12_+_68612694_68612701	putative_microexon_000733829	RAP1B	ENSG00000127314	chr12	+	68611029	68612694	68612702	68659279	7	4.072690949454828	7.6482410441392625	0.09377142830552267	2.4625535e-05
chr1_+_74401833_74401838	putative_microexon_001905053	TNNI3K	ENSG00000116783	chr1	+	74370393	74401833	74401839	74436473	5	2.9826220570841584	5.383046623709159	0.4365172408910565	0.0028257752
chr22_-_38316656_38316664	putative_microexon_001930527	CSNK1E	ENSG00000213923	chr22	-	38316665	38336607	38314170	38316656	8	2.791420296630609	6.141689189703025	0.444335227900989	0.0018364203
chr8_-_118407831_118407836	putative_microexon_001776427	SAMD12	ENSG00000177570	chr8	-	118407837	118580714	118379701	118407831	5	6.915189569886655	7.797632219989796	0.00541954026718078	0.00016965566
chr10_-_47522695_47522719	putative_microexon_001776788	AGAP9	ENSG00000204172	chr10	-	47522720	47522865	47520568	47522695	24	7.539898811246607	10.858313101356437	0.005406250071852507	0.40469936
chr10_+_97751922_97751926	putative_microexon_001166152	ZFYVE27	ENSG00000155256	chr10	+	97751463	97751922	97751927	97753037	4	8.460632334823941	6.493020541293271	0.0392643678170661	0.00030052525
chr1_+_237762893_237762911	putative_microexon_000074851	RYR2	ENSG00000198626	chr1	+	237761029	237762893	237762912	237770806	18	7.09136052721749	5.803994485594839	0.4584247317116317	0.23983711
chr1_+_147268878_147268885	putative_microexon_000076624	CHD1L	ENSG00000131778	chr1	+	147242831	147268878	147268886	147275353	7	0.6623842131466484	7.229048371393455	0.45428571471611834	0.00026025713
chr6_+_129009913_129009923	putative_microexon_000123049	LAMA2	ENSG00000196569	chr6	+	128883358	129009913	129009924	129049917	10	8.092085638546196	8.68006700219329	0.3698932581569403	0.0017849188
chr12_-_112053703_112053707	putative_microexon_000100510	NAA25	ENSG00000111300	chr12	-	112053708	112054387	112053658	112053703	4	1.5979752560971003	8.065236294774634	0.405689655391007	0.06130254
chr1_-_113719875_113719896	putative_microexon_000100702	PHTF1	ENSG00000116793	chr1	-	113719897	113726417	113713439	113719875	21	4.749183124445957	8.591316470156618	0.40531746242885236	0.09155189
chrX_-_111302564_111302567	putative_microexon_000947499	DCX	ENSG00000077279	chrX	-	111302568	111312641	111301744	111302564	3	3.676097240545335	7.65635738324825	0.06197126457687125	0.0014250937
chr7_+_129649280_129649283	putative_microexon_001109199	NRF1	ENSG00000106459	chr7	+	129611825	129649280	129649284	129657345	3	1.8652207748845615	8.623184449984832	0.044396551981589746	0.00015619415
chr6_+_44223251_44223254	putative_microexon_001781201	SLC29A1	ENSG00000112759	chr6	+	44219783	44223251	44223255	44229389	3	0.02327381941951474	5.305119786429718	0.005241379330480664	0.001267268
chr14_+_77200780_77200783	putative_microexon_001903233	TMEM63C	ENSG00000165548	chr14	+	77105845	77200780	77200784	77218800	3	3.501608753809669	6.662371846732326	0.008816091973339903	0.00084227783
chr14_-_47224686_47224691	putative_microexon_000538004	MDGA2	ENSG00000139915	chr14	-	47224692	47301410	47218191	47224686	5	1.7177391032226188	5.992808629918385	0.13596551727179715	0.0015934798
chr18_-_3995623_3995626	putative_microexon_000484062	DLGAP1	ENSG00000170579	chr18	-	3995627	4005115	3880141	3995623	3	4.8058243644319925	5.1960212347068255	0.1509885054252956	0.0004381266
chr17_+_55317542_55317545	putative_microexon_000485282	HLF	ENSG00000108924	chr17	+	55315448	55317542	55317546	55320663	3	4.687891620751704	6.915201667172068	0.15061494187671348	0.001759297
chr10_-_103320992_103320997	putative_microexon_000475858	PCGF6	ENSG00000156374	chr10	-	103320998	103326533	103314273	103320992	5	2.2031234408668645	9.353542070558925	0.15340804563428478	0.00022082606
chr16_-_71461153_71461169	putative_microexon_001908005	ZNF23	ENSG00000167377	chr16	-	71461170	71462209	71456829	71461153	16	2.3353996670116333	8.102133261275453	0.15324456503984277	0.121301666
chr11_+_66657242_66657259	putative_microexon_001911222	RBM4	ENSG00000173933	chr11	+	66617058	66657242	66657260	66665855	17	1.6567526322970323	9.122299867076379	0.22112432474622856	0.00046241266
chr14_+_88845594_88845597	putative_microexon_001325923	TTC8	ENSG00000165533	chr14	+	88824822	88845594	88845598	88870058	3	2.8864411175356075	8.297158577965487	0.02709195406066425	0.000304451
chr2_+_9343057_9343061	putative_microexon_001326186	ASAP2	ENSG00000151693	chr2	+	9335180	9343057	9343062	9344531	4	6.597087586443391	8.272031284837428	0.02707471267384445	0.0026590582
chr1_+_7828974_7828977	putative_microexon_001772611	PER3	ENSG00000049246	chr1	+	7827816	7828974	7828978	7829836	3	0.11622484819661213	9.04236249600223	0.005563218420874542	0.0003400589
chr1_+_149406580_149406588	putative_microexon_001880264	AC242842.3	ENSG00000286185	chr1	+	149390923	149406580	149406589	149430941	8	7.872449185583793	10.0978441336212	0.116806818777563	0.0001296584
chr1_-_148664099_148664107	putative_microexon_001880365	NBPF14	ENSG00000270629	chr1	-	148664108	148679461	148640090	148664099	8	7.872449185583793	10.0978441336212	0.17662500015616056	7.768827e-05
chr11_+_17337059_17337083	putative_microexon_001101531	NUCB2	ENSG00000070081	chr11	+	17330984	17337059	17337084	17337347	24	2.0541867482575893	6.991226153244384	0.04511979186342311	0.000315516
chr18_-_37298997_37299000	putative_microexon_001156006	CELF4	ENSG00000101489	chr18	-	37299001	37321832	37275241	37298997	3	7.124935207751404	5.609551745353361	0.04014367836155532	0.0013184883
chr2_+_134189351_134189354	putative_microexon_000955696	MGAT5	ENSG00000152127	chr2	+	134120292	134189351	134189355	134254261	3	3.4166535921817602	5.303103264468902	0.060959769614929354	0.00084326806
chr13_-_101173973_101173990	putative_microexon_001010326	NALCN	ENSG00000102452	chr13	-	101173991	101176299	101144897	101173973	17	8.954767863324571	8.755296331311895	0.05455135181042794	0.017460138
chr1_-_21735062_21735065	putative_microexon_001011607	USP48	ENSG00000090686	chr1	-	21735066	21736445	21729830	21735062	3	0.999340758499056	7.822941665554013	0.05440804600279414	0.0031718581
chr5_-_65282759_65282763	putative_microexon_000102423	ADAMTS6	ENSG00000049192	chr5	-	65282764	65291328	65273444	65282759	4	0.503475003677436	8.04270206507239	0.4023333335156156	0.00010485607
chr7_+_7658947_7658951	putative_microexon_000127555	UMAD1	ENSG00000219545	chr7	+	7640822	7658947	7658952	7673321	4	1.2985284430684123	5.854374167161792	0.3636781618864832	0.00017897607
chr3_-_55988550_55988553	putative_microexon_000128370	ERC2	ENSG00000187672	chr3	-	55988554	55992056	55950561	55988550	3	5.530750076377798	5.568733830631795	0.3625919553029736	0.0015980015
chr4_+_153230841_153230844	putative_microexon_000107062	TRIM2	ENSG00000109654	chr4	+	153152613	153230841	153230845	153275892	3	2.657879101568383	8.626404483304944	0.3943045964362849	0.00027022525
chr15_-_62040882_62040908	putative_microexon_000107870	VPS13C	ENSG00000129003	chr15	-	62040909	62041323	62035053	62040882	26	4.465876734272236	10.47145373488726	0.3930412382025454	0.16750188
chr19_+_44169333_44169338	putative_microexon_001104780	ZNF226	ENSG00000167380	chr19	+	44165808	44169333	44169339	44170039	5	0.717786058452827	7.3670998856788374	0.044816091541607664	0.00018286286
chr7_+_64923365_64923385	putative_microexon_001104925	AC092161.1	ENSG00000198039	chr7	+	64918293	64923365	64923386	64927653	20	7.722852061746636	5.5904099433560175	0.044803191393742614	0.0010038811
