ME	event	geneName	geneID	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	lengthDiff	mes3	mes5	conservation	neural_high_pred
chr15_+_58814896_58814922	putative_microexon_000336615	MINDY2	ENSG00000128923	chr15	+	58810287	58814896	58814923	58821716	26	0.8877855938012132	5.197615463606612	0.2048711335657347	0.00071884895
chr9_+_114593993_114593998	putative_microexon_000875697	ATP6V1G1	ENSG00000136888	chr9	+	114592653	114593993	114593999	114597569	5	2.4144380343520906	8.564414181738698	0.07136781604013182	0.0009840726
chr9_-_177718_177722	putative_microexon_000876316	CBWD1	ENSG00000172785	chr9	-	177723	178815	175785	177718	4	1.006608078248044	6.388371321647625	0.0712816091147305	0.00061870983
chr3_+_50579719_50579740	putative_microexon_000877959	HEMK1	ENSG00000114735	chr3	+	50577574	50579719	50579741	50579843	21	9.0922560218552	8.45576761272727	0.07104761882318016	0.00327433
chr5_-_88879636_88879639	putative_microexon_000205176	MEF2C	ENSG00000081189	chr5	-	88879640	88887501	88823928	88879636	3	1.3136092749600887	8.347518499340195	0.2833965521181355	0.0003258823
chr17_-_76156370_76156375	putative_microexon_000205776	RNF157	ENSG00000141576	chr17	-	76156376	76158392	76156322	76156370	5	8.127888337772514	6.6000487114052895	0.28292528741414946	0.3078603
chr1_+_35818269_35818274	putative_microexon_000207651	AGO4	ENSG00000134698	chr1	+	35817048	35818269	35818275	35822861	5	1.158620659735007	8.4085596643448	0.28141953977060385	0.00011356537
chr3_-_48715185_48715188	putative_microexon_000180600	IP6K2	ENSG00000068745	chr3	-	48715189	48717156	48695419	48715185	3	3.375718982346253	7.308951575758379	0.3045632181857745	0.0002702987
chr9_+_68268820_68268830	putative_microexon_000182140	CBWD3	ENSG00000196873	chr9	+	68264515	68268820	68268831	68268933	10	8.44129968873513	6.571366794511985	0.30311236003076325	0.013754883
chr2_-_197616951_197616970	putative_microexon_000182566	RFTN2	ENSG00000162944	chr2	-	197616971	197617799	197615980	197616951	19	0.4885088946652453	7.8777564685746295	0.3027326203054714	0.001205561
chr12_+_110126030_110126047	putative_microexon_000182713	IFT81	ENSG00000122970	chr12	+	110124444	110126030	110126048	110127359	17	2.2642694145544513	7.9260053668747465	0.3026108103439313	0.00019856401
chr6_+_109113098_109113102	putative_microexon_000183728	CEP57L1	ENSG00000183137	chr6	+	109095252	109113098	109113103	109150165	4	1.5210253875337458	5.869689186836994	0.30166666614341325	0.0011871058
chr1_-_23818982_23819004	putative_microexon_000183858	HMGCL	ENSG00000117305	chr1	-	23819005	23820509	23808324	23818982	22	10.855758856814596	6.966366250479104	0.3015263155372323	0.008120683
chr10_-_21852523_21852548	putative_microexon_000185692	DNAJC1	ENSG00000136770	chr10	-	21852549	21882281	21806100	21852523	25	10.481671360037703	8.548668734483728	0.29989637400583397	0.0035258988
chr14_+_58432113_58432117	putative_microexon_000186311	KIAA0586	ENSG00000100578	chr14	+	58430718	58432113	58432118	58432387	4	0.6349416202094982	8.236195296327901	0.2993390797958549	0.030550392
chr3_+_126431189_126431193	putative_microexon_000187739	CFAP100	ENSG00000163885	chr3	+	126423645	126431189	126431194	126433068	4	5.422502302519394	10.068355855955076	0.2981091952346126	6.742396e-05
chr4_+_25164954_25164958	putative_microexon_000188069	PI4K2B	ENSG00000038210	chr4	+	25160754	25164954	25164959	25252320	4	4.543685310748098	9.368761736621076	0.29779885067261924	0.00012684923
chr5_+_67027190_67027194	putative_microexon_000209576	MAST4	ENSG00000069020	chr5	+	66899983	67027190	67027195	67054403	4	1.6512995841867217	5.883354869464593	0.27991954029615346	0.00025311703
chr14_-_36723703_36723724	putative_microexon_000210800	SLC25A21	ENSG00000183032	chr14	-	36723725	36725569	36711483	36723703	21	5.331937300977524	7.607747937645244	0.27894179702541794	0.20553741
chr16_-_28615420_28615423	putative_microexon_000211717	SULT1A1	ENSG00000196502	chr16	-	28615424	28620062	28607078	28615420	3	3.1640910871730865	6.989874154149882	0.2782298854087886	0.000540311
chr3_-_16511156_16511159	putative_microexon_000871665	RFTN1	ENSG00000131378	chr3	-	16511160	16513822	16493878	16511156	3	1.0211392135983244	5.397415546429756	0.07193678090330106	0.003207038
chr19_-_11432722_11432725	putative_microexon_000872768	CCDC151	ENSG00000198003	chr19	-	11432726	11435689	11431021	11432722	3	0.17107272256808137	5.406612525625726	0.07177586226935509	0.0003262121
chr21_+_17922101_17922104	putative_microexon_000872841	CHODL	ENSG00000154645	chr21	+	17917401	17922101	17922105	18256508	3	0.34672822014928284	6.7493049962430405	0.07176436745259247	4.1806838e-05
chr1_-_83956890_83956915	putative_microexon_000873855	TTLL7	ENSG00000137941	chr1	-	83956916	83998930	83933767	83956890	25	9.026112729493326	10.998354285522845	0.07162176204876675	0.056352217
chr2_-_135456406_135456411	putative_microexon_000926976	ZRANB3	ENSG00000121988	chr2	-	135456412	135504328	135390821	135456406	5	13.558540646702687	6.167136290917265	0.0645517239543802	0.00041677427
chr2_-_196792554_196792558	putative_microexon_000927836	GTF3C3	ENSG00000119041	chr2	-	196792559	196792955	196791461	196792554	4	2.0530297511214104	6.329499951376355	0.06444252912228092	0.00019035906
chr1_-_97396505_97396508	putative_microexon_000928122	DPYD	ENSG00000188641	chr1	-	97396509	97450058	97382462	97396505	3	1.9526266123327345	7.135391305642989	0.06440804589234678	0.00054625334
chr5_+_141933950_141933961	putative_microexon_000332517	DELE1	ENSG00000081791	chr5	+	141933402	141933950	141933962	141934257	11	2.850842161752527	9.787718441202394	0.20672066997367286	0.012096271
chr1_-_28056631_28056637	putative_microexon_000353694	EYA3	ENSG00000158161	chr1	-	28056638	28057993	28038906	28056631	6	3.3893524396066734	10.567103914447587	0.19729310299481276	0.024949335
chr10_-_67963989_67963995	putative_microexon_000354535	HERC4	ENSG00000148634	chr10	-	67963996	67966682	67956977	67963989	6	1.265017906450319	6.934579156800192	0.19691379264534997	0.00096264575
chr11_+_43884286_43884289	putative_microexon_000356295	ALKBH3	ENSG00000166199	chr11	+	43883189	43884286	43884290	43886608	3	4.432091277718651	5.937271709649646	0.19617816048470893	0.0026863306
chr19_-_40088471_40088486	putative_microexon_000356733	ZNF780A	ENSG00000197782	chr19	-	40088487	40090905	40084799	40088471	15	6.511135125122133	9.458904555533318	0.19598907157155313	0.006510972
chr11_+_63375148_63375172	putative_microexon_001688200	SLC22A9	ENSG00000149742	chr11	+	63374063	63375148	63375173	63375644	24	7.112568169657104	9.664477879726954	0.008749999980864231	0.04245862
chr13_+_20591341_20591363	putative_microexon_001688652	IFT88	ENSG00000032742	chr13	+	20591021	20591341	20591364	20591617	22	10.327146419081613	6.912617107862591	0.008731578991405274	0.058878068
chr4_+_168804338_168804341	putative_microexon_001690620	PALLD	ENSG00000129116	chr4	+	168711924	168804338	168804342	168890921	3	0.07594357347157692	5.4646652333383345	0.008655172426804858	0.00029488796
chr16_+_81268604_81268623	putative_microexon_001691330	BCO1	ENSG00000135697	chr16	+	81268132	81268604	81268624	81270158	19	10.186354250099473	6.933157853562895	0.008625668471051569	0.012742543
chr16_-_700499_700504	putative_microexon_001691457	FBXL16	ENSG00000127585	chr16	-	700505	705511	697420	700499	5	0.10049877491896571	5.6532466173173335	0.008620689693308467	0.0060322983
chr18_-_24314699_24314712	putative_microexon_001665538	OSBPL1A	ENSG00000141447	chr18	-	24314713	24317148	24314348	24314699	13	2.88304007118614	10.512265424312053	0.00963535919034267	0.6148623
chr20_+_34413163_34413167	putative_microexon_001667982	ITCH	ENSG00000078747	chr20	+	34412640	34413163	34413168	34413741	4	1.7501529435074403	7.878956672243344	0.009540229916690323	0.00018828457
chr16_+_24043128_24043152	putative_microexon_001342637	PRKCB	ENSG00000166501	chr16	+	23837407	24043128	24043153	24092790	24	7.847767726306414	9.105538055766676	0.02601041673005966	0.11716863
chr12_-_103322392_103322396	putative_microexon_001346183	C12orf42	ENSG00000179088	chr12	-	103322397	103368886	103277211	103322392	4	0.8449947168086036	8.55815553888812	0.025775862331823284	0.00080444425
chr3_+_55072826_55072829	putative_microexon_001550877	CACNA2D3	ENSG00000157445	chr3	+	55018318	55072826	55072830	55073444	3	0.8388836574859099	6.803731311693258	0.014557471325562132	0.0006147288
chr9_+_77204642_77204646	putative_microexon_001551239	VPS13A	ENSG00000197969	chr9	+	77201408	77204642	77204647	77205312	4	0.3795001785009286	8.266635873354394	0.01454022993874233	0.00013444539
chr12_+_47776346_47776350	putative_microexon_001551637	SLC48A1	ENSG00000211584	chr12	+	47772321	47776346	47776351	47779027	4	4.152363963676507	6.707621691147048	0.014522988606115868	0.0007363878
chr12_+_1185559_1185582	putative_microexon_001554137	ERC1	ENSG00000082805	chr12	+	1183422	1185559	1185583	1189858	23	3.484396698650724	8.28107678326058	0.014408377015656006	0.28238988
chr3_+_19368698_19368701	putative_microexon_001495964	KCNH8	ENSG00000183960	chr3	+	19347966	19368698	19368702	19390480	3	0.37385775484130407	6.60255763785033	0.017229885163973887	0.00045585138
chr10_-_45846516_45846540	putative_microexon_001498315	AGAP4	ENSG00000188234	chr10	-	45846541	45847124	45841688	45846516	24	9.210695805195252	10.858313101356437	0.017109375001382432	0.4121174
chr2_+_203097616_203097633	putative_microexon_000008074	NBEAL1	ENSG00000144426	chr2	+	203084570	203097616	203097634	203099628	17	3.1327664474924486	7.330510162596465	0.8991405411145171	0.025187891
chr12_+_95487637_95487659	putative_microexon_000008601	METAP2	ENSG00000111142	chr12	+	95485982	95487637	95487660	95494055	22	12.068898159065224	7.133024532926153	0.89031052798719	0.33681598
chr3_+_2227606_2227630	putative_microexon_000009566	CNTN4	ENSG00000144619	chr3	+	2098979	2227606	2227631	2339177	24	3.430564274485375	10.238510699199464	0.874057293132258	0.06864101
chr14_-_35558602_35558605	putative_microexon_000010383	RALGAPA1	ENSG00000174373	chr14	-	35558606	35570616	35549235	35558602	3	2.9634274222626744	5.359038001177834	0.8600862092832264	0.0063900226
chr3_+_37307537_37307558	putative_microexon_000011548	GOLGA4	ENSG00000144674	chr3	+	37251485	37307537	37307559	37366079	21	2.847493319768534	8.053859649411832	0.8422380973432193	0.016294144
chr18_+_8249075_8249099	putative_microexon_000011708	PTPRM	ENSG00000173482	chr18	+	8247920	8249075	8249100	8296367	24	3.353741830677074	7.8441779914127805	0.8396510427507261	0.021994209
chr7_-_22813393_22813398	putative_microexon_000660097	TOMM7	ENSG00000196683	chr7	-	22813399	22817999	22813186	22813393	5	2.188806563254117	6.426422759787817	0.10774712750605232	0.051068097
chrX_+_54536925_54536928	putative_microexon_000660834	GNL3L	ENSG00000130119	chrX	+	54532586	54536925	54536929	54539039	3	3.3734356248712714	6.912617107862591	0.10760344809989028	0.002532342
chr10_-_60038746_60038751	putative_microexon_000661576	ANK3	ENSG00000151150	chr10	-	60038752	60042671	60029827	60038746	5	1.6972920727732637	7.962232301402861	0.10745976976287583	0.00028340713
chr12_-_86028603_86028606	putative_microexon_000662760	MGAT4C	ENSG00000182050	chr12	-	86028607	86049673	85989550	86028603	3	0.5065304899483151	6.406845965427749	0.10721839139781271	0.0006997642
chr2_-_128271670_128271674	putative_microexon_000605300	HS6ST1	ENSG00000136720	chr2	-	128271675	128318036	128268871	128271670	4	2.182527668178998	7.132256709256433	0.11951149371920967	0.00014544495
chr9_+_36057361_36057372	putative_microexon_000605729	RECK	ENSG00000122707	chr9	+	36052324	36057361	36057373	36058826	11	7.468890734123434	8.077039848725997	0.1194078210330251	0.48422772
chr10_+_89007695_89007699	putative_microexon_000550814	FAS	ENSG00000026103	chr10	+	89003195	89007695	89007700	89010538	4	2.807803618520362	5.065682836949331	0.13267816123873766	0.0010718758
chrX_+_30670301_30670306	putative_microexon_000552671	GK	ENSG00000198814	chrX	+	30653616	30670301	30670307	30677374	5	11.26891377569347	10.285365184962359	0.13220114931036	0.00035684745
chrX_+_46476788_46476806	putative_microexon_000552717	KRBOX4	ENSG00000147121	chrX	+	46463294	46476788	46476807	46497121	18	6.32380441167689	8.94614672301669	0.13218817178670678	0.123592
chr1_-_28011305_28011308	putative_microexon_000553355	EYA3	ENSG00000158161	chr1	-	28011309	28013110	28011084	28011305	3	0.047681703201102495	7.789591921458242	0.13202298771531118	0.0048306454
chr4_-_105385374_105385394	putative_microexon_000774558	PPA2	ENSG00000138777	chr4	-	105385395	105473893	105370874	105385374	20	3.443394887108462	8.236195296327901	0.08676063814671076	0.0006040936
chr7_+_77845805_77845825	putative_microexon_000774657	PHTF2	ENSG00000006576	chr7	+	77840301	77845805	77845826	77893607	20	7.0788748185364545	10.76634244171575	0.08674468032884451	0.04350359
chr5_-_108379893_108379910	putative_microexon_000776620	FBXL17	ENSG00000145743	chr5	-	108379911	108380698	108367954	108379893	17	1.5997558622079158	9.845645332491873	0.08641081092489028	0.23953506
chr3_-_56448386_56448390	putative_microexon_000718517	ERC2	ENSG00000187672	chr3	-	56448391	56468247	56435148	56448386	4	2.3812553612359233	6.329499951376355	0.09650574730650319	0.00061259576
chr16_-_28618805_28618820	putative_microexon_000718987	SULT1A1	ENSG00000196502	chr16	-	28618821	28620062	28607078	28618805	15	4.063892716873082	9.60237117249817	0.09642076512666348	0.0004946044
chr12_+_80940667_80940676	putative_microexon_000720615	ACSS3	ENSG00000111058	chr12	+	80937919	80940667	80940677	81022382	9	10.906561894299234	6.221602116644506	0.09613559360347562	0.0062940493
chr18_+_9516605_9516609	putative_microexon_000720669	RALBP1	ENSG00000017797	chr18	+	9513290	9516605	9516610	9516844	4	3.2403088736962173	6.059786607965471	0.09612643690552326	0.002228377
chrX_-_48461411_48461415	putative_microexon_000720936	SLC38A5	ENSG00000017483	chrX	-	48461416	48461717	48461077	48461411	4	0.0035539842529487913	9.402332699129397	0.0960804607107668	0.0007739666
chr10_-_18610421_18610445	putative_microexon_000721823	NSUN6	ENSG00000241058	chr10	-	18610446	18614459	18609927	18610421	24	10.802465689175015	8.594408763946854	0.09592187528323848	0.04196244
chr8_+_97825552_97825556	putative_microexon_000766525	LAPTM4B	ENSG00000104341	chr8	+	97825154	97825552	97825557	97851396	4	3.7433758805275295	6.022857313830849	0.08812069006654936	0.0141969435
chr15_+_58843361_58843365	putative_microexon_000767207	MINDY2	ENSG00000128923	chr15	+	58821820	58843361	58843366	58847296	4	1.2046410453327587	5.055874557087081	0.08800574705398095	0.0002577652
chr14_+_61066211_61066215	putative_microexon_000767549	SLC38A6	ENSG00000139974	chr14	+	61052136	61066211	61066216	61078829	4	2.0485308866368857	8.235270272955011	0.08795402314441664	0.00035420954
chr5_+_7483355_7483360	putative_microexon_000767658	ADCY2	ENSG00000078295	chr5	+	7414771	7483355	7483361	7520737	5	0.9265796732133835	5.910869461122559	0.08793103449707637	0.0001725816
chr1_+_156787530_156787551	putative_microexon_000768247	PRCC	ENSG00000143294	chr1	+	156787175	156787530	156787552	156794664	21	10.91378531428363	7.441521981612196	0.0878306876673368	0.003062983
chr14_+_61066212_61066215	putative_microexon_000769124	SLC38A6	ENSG00000139974	chr14	+	61052136	61066212	61066216	61078829	3	4.768608612863097	8.235270272955011	0.08767241394500537	0.00027434452
chr6_-_135049865_135049870	putative_microexon_000711262	HBS1L	ENSG00000112339	chr6	-	135049871	135102927	134997422	135049865	5	1.1047302299501554	10.030187570220484	0.0978275863467127	9.555486e-05
chr2_+_181498917_181498922	putative_microexon_000713270	ITGA4	ENSG00000115232	chr2	+	181498778	181498917	181498923	181509657	5	5.1245483543273735	9.105538055766676	0.09745402305036377	0.0059245164
chr8_+_42396293_42396296	putative_microexon_000713742	VDAC3	ENSG00000078668	chr8	+	42394279	42396293	42396297	42398711	3	3.6762210821295884	7.332814208048481	0.09736781618517727	0.0033060089
chr1_+_13609654_13609663	putative_microexon_000613011	PDPN	ENSG00000162493	chr1	+	13607307	13609654	13609664	13613686	9	6.837132773711463	8.311550650987137	0.11777401097266182	0.19271608
chr12_+_49485386_49485406	putative_microexon_000614494	SPATS2	ENSG00000123352	chr12	+	49484670	49485386	49485407	49489464	20	2.046361892685354	5.5904099433560175	0.1174521280992578	5.6710014e-05
chr1_+_237282704_237282707	putative_microexon_000615303	RYR2	ENSG00000198626	chr1	+	237270617	237282704	237282708	237330877	3	4.551003480968535	5.1905922953981865	0.11728160873780712	0.0007107777
chr12_+_106969344_106969362	putative_microexon_000615929	TMEM263	ENSG00000151135	chr12	+	106967181	106969344	106969363	106971104	18	7.608085476161037	7.647838076742064	0.11713978535713508	0.0044032494
chr4_-_42599895_42599911	putative_microexon_000557766	ATP8A1	ENSG00000124406	chr4	-	42599912	42600477	42588330	42599895	16	5.873386629828627	10.21810135506964	0.1308967392738534	0.0029751756
chr7_-_132815628_132815631	putative_microexon_000559999	CHCHD3	ENSG00000106554	chr7	-	132815632	132838398	132796578	132815628	3	7.910503618881322	5.630566612446825	0.13032183889634158	0.011730551
chr17_-_19809070_19809087	putative_microexon_000560559	ULK2	ENSG00000083290	chr17	-	19809088	19810377	19804831	19809070	17	10.558570757851037	8.350800645569874	0.13016756757892467	0.033671066
chr1_+_90007330_90007344	putative_microexon_000000065	ZNF326	ENSG00000162664	chr1	+	90005039	90007330	90007345	90010087	14	2.8289035674976892	5.630566612446825	0.999994505565245	0.018997436
chr1_-_35181130_35181134	putative_microexon_000000199	SFPQ	ENSG00000116560	chr1	-	35181135	35187000	35178037	35181130	4	4.7216393945751784	6.249628809178463	0.9999367824231071	0.0022864812
chrX_+_55752240_55752245	putative_microexon_000000565	RRAGB	ENSG00000083750	chrX	+	55751197	55752240	55752246	55753391	5	5.065953805664594	8.661745057846675	0.9995862087984194	0.0027610206
chr18_-_54187837_54187854	putative_microexon_000000631	MBD2	ENSG00000134046	chr18	-	54187855	54188873	54166167	54187837	17	4.714622520309146	9.60237117249817	0.9994864872983984	0.0010322429
chr11_-_73718718_73718731	putative_microexon_000000744	RAB6A	ENSG00000175582	chr11	-	73718732	73730764	73677963	73718718	13	1.6719428934645	7.118857136456423	0.9993204425053043	0.06032641
chr8_+_132813883_132813903	putative_microexon_000002181	PHF20L1	ENSG00000129292	chr8	+	132811129	132813883	132813904	132814636	20	4.7461516624504485	8.375679825370613	0.9928617036723076	0.009128596
chrX_+_150640435_150640454	putative_microexon_000002378	MTM1	ENSG00000171100	chrX	+	150639027	150640435	150640455	150641268	19	7.531389620318758	6.82455301473033	0.9914545477392839	0.005053794
chrX_-_19741557_19741579	putative_microexon_000003432	SH3KBP1	ENSG00000147010	chrX	-	19741580	19746317	19706985	19741557	22	8.907712189628398	10.47145373488726	0.9785368439398314	0.041318398
chr15_+_67777516_67777539	putative_microexon_000003491	MAP2K5	ENSG00000137764	chr15	+	67772753	67777516	67777540	67806645	23	9.0605101446181	7.991511562186616	0.9776596857615166	0.5197941
